Screen Name,Tweet,Favourite count,Retweet count,Description,Location,Followers,Tweet ID,Date Created
GFashola,"A lot of Investments &amp; yearly Budgetary provisions go into Nigeria's security architecture and forces. 
If all we are still getting is Basic road blocks every time a VIP visits, our monies are going down the wrong channels. @followlasg https://t.co/gLZ8g23rVO",1,1,"Entrepreneur |
Passionate about People,Biz&Good Governance | Real Estate & Retail|
The spirit of Ubuntu burns brightly here |
MUFC |
And a whole lot more.... 🤓",Wanderlust,604,979320562295156737,2018-03-29 11:33:11
ValiantNig,"Retweeted Presidency Nigeria (@NGRPresident):

One of the big stories this week is the Inauguration of the National Food Security Council, by President @MBuhari. 

Special Adviser to the President on Media and... https://t.co/uMDTkHB4X7",0,0,"Former federal legislative aide; Publicist, Humanitarian, Community Activist, unrepentant Chelsea FC fan; Football and Political Analyst, smiles and many more","Lagos, Nigeria ",576,979320244811464705,2018-03-29 11:31:55
ayodele_aa,A training on Problem management given during the decoration ceremony of the newly promoted officers of the Nigeria Security and Civil defence Corps https://t.co/SiMZYbmZOL,0,0,"British-born medical doctor, Problem  management Expert@quantum-lea, Co-founder, SOWI.Founder,Critical Thinking Group",,5,979319921636184064,2018-03-29 11:30:38
LbanNigeria,"BE CAREFUL WHAT YOU DIG FOR. #Phonie #Tech #Cryptocurrency #bitcoin #Nigeria

​Android security: This malware will mine cryptocurrency until your smartphone fails https://t.co/dYSdXdSrHC via @ZDNet &amp; @steveranger",0,0,"We lead in providing innovative digital & cloud services, business solutions and design-led experience through our partnership with top IT brands.","Lagos, Nigeria",53,979318253666361344,2018-03-29 11:24:01
adewoleade,"I once told someone here Nigeria can construct good roads network .

I’m talking from experience the cost of road improvements and upgrades are not as expensive as y’all think Nigeria can’t afford 

I’ve some raw data due to security reason I won’t post it",5,4,"QHSE SUPERINTENDENT ||NEBOSH IGC 1, 2 & 3 ||NEBOSH EAW|| NVQ 5 IN VIEW||RAP MUSIC FAN||JUVENTUS FC ||SAN ANTONIO SPURS||NY KNICKS||U.I ALUMNI",,758,979317398905016321,2018-03-29 11:20:37
newslandng,"Nigeria Security and Civil Defence Corps (NSCDC),has promoted 14 officers serving in the Kebbi Command. The state NSCDC Commandant, Alhaji Sammani Ringim, who decorated the promoted officers in Birnin Kebbi on... https://t.co/31dLNjNAGW",0,0,newslandng@gmail.com 08027775255,lagos Nigeria,650,979315968882200576,2018-03-29 11:14:56
agrinigeria,Agriculture and Agribusiness News Today #Agriculture#Agribusiness#Nigeria#Food security#Agroinfotech#Farming https://t.co/aGJa4yZu6e,0,0,NIGERIA'S HOME FOR AGRICULTURE AND AGRIBUSINESS.,"Ibadan, Nigeria",1014,979315575569731584,2018-03-29 11:13:22
agrinigeria,Agriculture and Agribusiness News Today #Agriculture#Agribusiness#Nigeria#Food security#Agroinfotech#Farming https://t.co/G8qgmDG7iB,0,0,NIGERIA'S HOME FOR AGRICULTURE AND AGRIBUSINESS.,"Ibadan, Nigeria",1014,979315225676705792,2018-03-29 11:11:59
dmightyangel,"Thank You.
You mentioned food security and poverty.
So explain please how PMB reversed food security and Prosperity that ""we used to have"" according to you...
You mean Nigeria had Food security, &amp; no poverty until PMB came? Tell us Sir! https://t.co/yLpoZY1Nr4",0,0,Disciple of Jesus | Husband of one wife | A Responsible Father | Network Engineer | Passionate about Politics & Kingdom views | I can win by Righteousness,Nigeria,1574,979314308151762944,2018-03-29 11:08:20
agrinigeria,Agriculture and Agribusiness News Today #Agriculture#Agribusiness#Nigeria#Food security#Agroinfotech#Farming https://t.co/2lbUwPqaBT,1,1,NIGERIA'S HOME FOR AGRICULTURE AND AGRIBUSINESS.,"Ibadan, Nigeria",1014,979313223211110400,2018-03-29 11:04:01
agrinigeria,Agriculture and Agribusiness News Today #Agriculture#Agribusiness#Nigeria#Food security#Agroinfotech#Farming https://t.co/WnVlBT1ngq,0,0,NIGERIA'S HOME FOR AGRICULTURE AND AGRIBUSINESS.,"Ibadan, Nigeria",1014,979312967366955008,2018-03-29 11:03:00
sulaimanadeneka,"Reiteration of Strategic report on jail break to security agencies in Nigeria
https://t.co/aycy9mOpp8 https://t.co/9J5bOHzqxO",0,0,"Sulaiman Adenekan, a Strategist and Publisher of TRADE NEWSWIRE (http://t.co/y6KoqVlf6f), a Socio-Economic International News Portal.","Lagos, Nigeria",1433,979312751922249728,2018-03-29 11:02:09
agrinigeria,Agriculture and Agribusiness News Today#Agriculture#Agribusiness#Nigeria#Food security#Agroinfotech#Farming https://t.co/Sr9X5PI58N,0,0,NIGERIA'S HOME FOR AGRICULTURE AND AGRIBUSINESS.,"Ibadan, Nigeria",1014,979311728365395973,2018-03-29 10:58:05
alagbesamson3,https://t.co/aRd1jfjN2A - Nigeria's Premier Online Forum - Experienced Security Officer  https://t.co/cDZ8Lkts6T,0,2,,Ibadan,40,979308488395501568,2018-03-29 10:45:12
alagbesamson3,https://t.co/aRd1jfjN2A - Nigeria's Premier Online Forum - Experienced Security Officer https://t.co/cDZ8Lkts6T,0,2,,Ibadan,40,979308485350445061,2018-03-29 10:45:12
IFEX,Judge declares closure of private radio and television station in Niger illegal and orders security forces stationed outside to leave. https://t.co/MTyFPzBPb3 @TheMFWA @MRA_Nigeria,1,0,IFEX is the global human rights network of organisations defending the right to freedom of expression and information.,,22661,979308472922763264,2018-03-29 10:45:09
nirsalconnect,"Food security was at the top of the agenda yesterday as NIRSAL MD/CEO @aliyu_hameed joined Governors in the South-West Zone, under the aegis of the Western Nigeria Governors’ Forum who resolved to embark on a Rice Accelerated Programme. Read more at https://t.co/a2P37s94ox https://t.co/UxImJBkd04",17,11,Established to enable the flow of affordable financing to all players along entire agricultural value chains.,"Abuja, Nigeria",1453,979306258586054657,2018-03-29 10:36:21
adeniyielegbede,"I am befuddled that this can really be said of a security apparatus in a supposed democratic setting.

Does power still belong to the people of Nigeria in anyway? Pls kindly educate my ignorance @obyezeks @AishaYesufu @DrJoeAbah https://t.co/hcK2MuDNNY",0,2,"Humanity before race, tribe, religion, social status etc
. . . Make the world a better place for everyone. . . Hala Madrid",The World,676,979306008966287360,2018-03-29 10:35:21
afrispheric,"And come to think of it, if a coup planner is able to get an asset into the sky, does NAF have the ability to counter such a threat?

I seriously doubt it.

So, there is really no security benefit to Nigeria for a blanket airspace closure.",1,8,"Geo-politics, Technology, DEFSEC, History and Photography.",,3753,979305441594363904,2018-03-29 10:33:06
LbanNigeria,"#Cybersecurity #Security #Nigeria #SocialMedia #Easter

After Facebook, does Quora have questions to answer about data privacy? https://t.co/9wa2X7nPpp via @v3_co_uk",0,0,"We lead in providing innovative digital & cloud services, business solutions and design-led experience through our partnership with top IT brands.","Lagos, Nigeria",53,979303083401465856,2018-03-29 10:23:44
gblcareers,British Council Nigeria Vacancy for  Deputy Security Manager - Port Harcourt or Kano https://t.co/uXRbLHpmEI via @gblcareers,0,0,,,144,979302884964814848,2018-03-29 10:22:57
TarabaFacts,"Why Taraba, Army Disagree Over Farmers, Herders Clash

Facts are emerging on why there is a disagreement between the Taraba State government and the Nigeria Army on the prevailing security situations over the herders and farmers clash...READ- https://t.co/wUibDfo9ND https://t.co/zEFMtfvKO0",1,5,"We Provide Basic Facts, Updates and Latest News. National Dailies are our source of News. FOR ADVERTS CALL 08056033783. e-Mail: tarabafacts@gmail.com.",Jalingo Nigeria ,3772,979302376107540480,2018-03-29 10:20:55
Piratewoods,"@AtedoPeterside Stop fooling us with the usual phrase ""Its only in Nigeria"" Blabblabla...... road closure is common protocol thing for presidential entourage much less in a Security challenged society like ours.",0,0,"MK Gandhi, AWO,Wole Soyinka, Uncle Bola Ige & Fela Kuti, all my heroes; i aspire to achieve their grace, benevolence, foresightedness, eloquence & radicalism.","Lagos, Nigeria",374,979302137195847680,2018-03-29 10:19:58
kraftnation_,Every prisoner is somebodies relation by DG @prawa_ngo Dr Uju # PRAWAMediaBriefing #WeMove #KraftNationMedia #Justice #Security #Development #Nigeria #Police #NigerianPrisonsService #EveryChildMatters https://t.co/R8cQbTBnU6,0,0,"An online information hub for Digital marketing, Brand exposure, online publicity, content development & Media Consultancy 

Email:kraftnationmedia@gmail.com","Abuja, Nigeria",440,979300019537956864,2018-03-29 10:11:33
shamsudeenyau,"The level of insecurity in Nigeria is becoming worst,though the security egencies are taking major steps in fighting insurgency,we must unite and forget our differences too, and intensify our efforts in exposing those culprits, perpetrators in order to defeat them.",1,0,,"Kaduna, Nigeria",84,979297226169208833,2018-03-29 10:00:27
ComradeNas,It's a normal security protocol in Nigeria and all over the world.  I stand to be corrected. https://t.co/x6DM16KTiT,0,0,"https://t.co/YDwEY8MR7p

Advocate for Good Governance, Coordinator Atiku Youth Network Niger State Chapter.


#TeamBarça #Culè @Omojuwa's fan.",Nigeria,599,979296700086005760,2018-03-29 09:58:22
LibertyRadio917,"EASTER FESTIVAL: NSCDC Boss Urges Personnel To Partner Other Security Agencies 

The Commandant-General of the Nigeria Security and Civil Defence Corps, NSCDC,... https://t.co/oRIUwpJ42h",0,0,"Voice For All!
Facebook: Liberty Radio 91.7 FM Kaduna","Kaduna, Nigeria",5191,979295258143019008,2018-03-29 09:52:38
LibertyTVNews,"The Commandant-General of the Nigeria Security and Civil Defence Corps, NSCDC, Abdullahi Muhammadu, has urged personnel of the corps to work with other security... https://t.co/S8i1N75t4o",0,0,"Liberty TV is broadcasting from Nigeria via Startimes 180, GoTV 110, FreeTV (Jos) 775, FreeTV 601 & all HD Free to Air Decoders.","Abuja, Nigeria",2473,979294927862554624,2018-03-29 09:51:19
OkoyeChikelubaP,"@MobilePunch Nope I don't agree. It hasn't worked in countries like US with good security much less Nigeria. Plus with the crime rate in the country you will be arming criminals.
It will lead to anarchy",1,1,"📍 Artist   📍 Graphics Designer   📍 Budding Programmer

⏺️And if you want to know the guy behind the tweets, DM me, I won't bite",Nigeria,51,979294886481588225,2018-03-29 09:51:10
NofNews_Nigeria,"Politics: Former president Jimmy Carter says Trump just made his 'worst mistake' 
Trump's decision to nominate former US ambassador to the UN John Bolton to be his newest national security adviser has received... https://t.co/5D6J0wgwET https://t.co/Ij85PB7MIz",0,0,,,113,979294489087950853,2018-03-29 09:49:35
GuardianNigeria,"WATCH: Senator from Kaduna fears what happened in Rwanda in the 90s may happen in Nigeria, especially if President Buhari doesn’t do anything about some “incompetent” security chiefs. 
https://t.co/KfFykSkSDz",17,15,"An independent newspaper, established in 1983 for the purpose of presenting balanced coverage of events, and of promoting the best interests of Nigeria.",Nigeria,1102297,979293336577216512,2018-03-29 09:45:00
DrRafiqRaji,"#Nigeria #PMBinLagos #LFTZ #LekkiPort [Prof speech ongoing...#Lagos is effectively the capital today. Ideally, for security reasons (in my view, at least), only one of 1 &amp; 2 should be in the same jurisdiction outside Abuja at the same time] https://t.co/QriNfLiavf",2,1,Chief Economist @macroafrica | Regional Rep @ntusbfcas | Speaker | Writer @AfricanBizMag Columnist @BusinessDayNg @ForbesAfrica | X-#Africa Economist @StanChart,http://rafiqraji.com,1377,979293093362130945,2018-03-29 09:44:02
NassarawaState,#NasarawaNews: Nigeria Security Tracker Weekly Update: March 17 - March 23 - https://t.co/GqbnC52cGP #GoogleAlerts #securitywatch,0,0,"Commentary: Nasarawa State, Nigeria. Home Of Solid Minerals.
Governance-Politics-Commerce-Tourism.
Threads: #NasarawaNews #NasarawaInPictures©",Lafia Nasarawa ,91,979292281185415168,2018-03-29 09:40:48
zaki_grm,@Jerrymsugh95 Were you not in Nigeria between 2009 - 2015 when your party was ruling the country? How was the security situation then??,0,0,"I am gentle and dedicative. Above all, I trust in God who made heaven and earth","Makurdi, Nigeria",257,979291393343582209,2018-03-29 09:37:17
DisturbingJOS,#PlateauNews: #SecurityNews Nigeria Security Tracker Weekly Update: March 17 - March 23 - https://t.co/cJWAFlVTA4 #securitywatch #GoogleAlerts,0,0,"jos•com® ☆Threads: #PlateauNews #TalkLounge #DiscoverJos #PlateauInPictures #TrendsJos #Top5Jos☆ | IG: DisturbingJosOfficial | ADs - DM | 
RETWEETS≠ENDORSEMENT","JOS PLATEAU, NIGERIA",2367,979290683675639808,2018-03-29 09:34:27
NdokwaReporters,"#OPINION: IGP Idris, National Security and the Nigeria Media (2): By Adewole Kehinde… https://t.co/mtZPbHCdr1",0,0,Towards a Better Community Development,Delta State,306,979284956752039937,2018-03-29 09:11:42
ChuksBonn,"@realDonaldTrump @UN @EUCouncil @netanyahu @NkirukaNistoran 
All the security apparatus in Nigeria have been filled up with terrorist groups known as the Bokoharams &amp; the Fulani-Herdsmen from Northern Nigeria. The Buhari govt has never punished any of these terrorists since 2015. https://t.co/FFM8xjUeh1",1,8,I'm a proud Christian & a lover of freedom & justice. I advocate for fairness & abhor injustice on the premise that God created us equal no matter one's race.,"Dallas, TX",205,979283923694968832,2018-03-29 09:07:36
deffdim,"ANALYSIS OF WEBSITE SECURITY STATUS BASED ON PERFORMANCE METRICS.
My kid brother published the above article as part of his Doctorate requirements. #Phd #Doctorate #Dissertation #Ict #Web #internetInfrastructure #Russia #Nigeria #Naija #Engineering https://t.co/NJJ1VuHS2O",0,0,"Father of 3 #Husband #Engineer MNSE #Farmer #Entrepreneur #ABUSITE #LONDONMET #Catholic #MUFC Views are totally mine, RTs NOT Endorsement",,1314,979282646550351872,2018-03-29 09:02:31
dreammeshltd,"Create Value for your BRAND. Contact us today!!! 
#web #programming #coding #webdesign #ui #ux #Nigeria #technology #robots #mobile #business #WeAreNigerianCreatives #Entrepreneur #Security #digital #coding #advertising https://t.co/F5JjdKyTxB",11,4,Dream Mesh Limited is a duly registered firm that offers innovative technology solutions to businesses and institutions.#DreamSecure,"Lagos, Nigeria",1920,979281599559815170,2018-03-29 08:58:22
valbrownmc,#NIGERIA BUHARI EVIL GOV'T! FACT CHECK: BUHARI AND HIS MURDEROUS SECURITY INVADED KANU'S RESIDENCE https://t.co/bUCu8ryDU5,1,12,Enough of Perpetual Degradation and Impoverishment Biafra is our Destination!!,,6282,979280425448128513,2018-03-29 08:53:42
David_Mzer,"""Nigeria can never attain Food Security if we do not ranch our cows""

-Mrs Dorcas Ukpe, PSA to the Gov Ortom on Food and Nutrition Security",0,0,Digital News Manager and Farmer,Kaduna ,470,979277752443564032,2018-03-29 08:43:04
TemidayoOlawole,"@iameneji The overzealousness of our security agencies and the eye service of Lagos State Government is out of this world.

Nigeria has a bigger problem that we can imagine.",1,0,I believe in the statement that the just shall live by faith. Man United fan. Lover of good governance.,,277,979273917880782848,2018-03-29 08:27:50
segunvc,"Earlier on Thursday, March 29, thousands of residents of Lagos in Nigeria were stranded as they trek several kilometres to their destinations as security operatives cordoned off major highways in the metropolis for the visit to the state of President Muhammadu Buhari.",0,1,,,94,979273123743830016,2018-03-29 08:24:41
NofNews_Nigeria,"Civil Defence apprehends suspected rustler, vandals 

The Nigeria Security and Civil Defence Corps (NSCDC) in Sokoto State has apprehended a suspected cattle rustler, Aliyu Danzuru, the... https://t.co/pU8WWfG5W4 https://t.co/vlmYAyx4Fo",0,0,,,113,979272934014427136,2018-03-29 08:23:56
LambertAgama,"What in the world is going on in Nigeria? So many lives lost as a result of herdsmen invasion and the security apparatus keep telling us they are from Neighboring countries,  really, yeah right.",0,0,"Religious, political and social activist.","Florida, USA",9,979269116526845952,2018-03-29 08:08:45
ENIBOY,"In 2015 Gov Fashola blasted President Jonathan for causing traffic and even attributed a robbery in Lekki to the bad security arrangement caused by Jonathan's visit. Now Fashola is minister but cant speak #Lagos
Vanguard News Nigeria https://t.co/SHcqDMHmOZ",2,0,Journalist and philosopher.,"Abuja, Nigeria",554,979267036479148032,2018-03-29 08:00:30
trafficbutter,"8:44am Not just Lagos. I'm in Abuja traveling 2D Eastern part but we've trap for hours on d excuse that d president is traveling to Lagos. We don't even know when he will be unblocking d road for us . May God help Nigeria with its traditional security system.

VIA @NkemokoroNkem",0,0,"We're a community of over 287,000 people, giving each other info about #Traffic, #Places, #Things & #Issues in #Nigeria. Follow us to join us. #WinTogether",Nigeria,287472,979266942350524416,2018-03-29 08:00:07
misterkola12,"The reason Nigeria isn't as great is that the military people are allowed to disobey direct orders from the chief security officer of a state. Ambode :don't come to work
Military: you must come 
Nigeria is in a big mess",0,0,"Freeborn, freelance. Proud headline reader and commentator. Aspiring polygamist. #teamCFc #Dubnation #letsgowarriors",Ibadan. Nigeria,188,979265576962084864,2018-03-29 07:54:42
opesimps,"Nigeria's security and intelligence  is porous and this shows that if people are incentified enough, they can take out even our president. It's a disgrace truly and a shame on Nigeria.

And my nigga prolly dropped some bar to get that award too. KMT",0,0,"Money is the root of all evil & the stronghold of all prosperity... How do you view it??? | Never conform, never backdown...",,133,979265456132509696,2018-03-29 07:54:13
AAbiolat,"No, I am not. Two of the major problems of a country like Nigeria which is underdeveloped is food security and poverty. The backbone of any government policies should be increasing food security and reducing poverty. PMB did otherwise. Income is the... https://t.co/hbhT6LNXUn",0,0,Socio-political Blogger/Commentator... That Yorùbá Separatist... Proudly #ỌmọYorùbá,"Ìbàdàn, Western Nigeria ",211,979264001061347328,2018-03-29 07:48:26
AAbiolat,"No, I am not. Two of the major problems of a country like Nigeria which is underdeveloped is food security and poverty. The backbone of any government policies should be increasing food security and reducing poverty. PMB did otherwise. Income is the same but expenditure increased https://t.co/hbhT6LNXUn",0,0,Socio-political Blogger/Commentator... That Yorùbá Separatist... Proudly #ỌmọYorùbá,"Ìbàdàn, Western Nigeria ",211,979263986674872320,2018-03-29 07:48:22
NkemokoroNkem,@DeleMomodu Not just Lagos . I am in Abuja traveling to the Eastern part but we have trap for hours on the excuse that the president is traveling to Lagos. We don't even know when he will be unblocking the road for us . May God help Nigeria with its traditional security system.,0,0,Because he lives I can face tomorrow,,6,979262639342784514,2018-03-29 07:43:01
Bn2murphy,"The President visit to Lagos security arrangements put Lagos on lockdown however this shows analogue security in a big country like Nigeria .  government who cant give basic amenities are preventing people to go to work, mischeveous people Buhari is on a private visit to  Tinubu",0,0,"A gentle being. Am in love with sport,music,politics,science/tech. Love travelling.",Globally Naija ,138,979260528206983168,2018-03-29 07:34:38
NEFITES,"IGP Idris, National Security And The Nigeria Media

https://t.co/rMnUMC2OXF",0,0,,Nigeria,1180,979258547669295106,2018-03-29 07:26:46
Terveriorhemen,"Chapter two of the 1999 constitution of Nigeria in section ¹4 subsection 2(b) says that ""the
security and welfare of the people shall be the primary purpose of government:"" we must always strt analyzing any gov. from this premise.",2,2,A public affairs analyst and a peacebuilding  activist determined to leave the society better than he met it.,"Yandev Gboko, Benue state. ",243,979258396322009088,2018-03-29 07:26:10
SholeskyFX,"@zanyodiete @MBuhari @john_danfulani @segalink I challenge you to name one person that will transform Nigeria to Singapore in 3 years under the same economic,security and political conditions he met in 2015. Singapore achieved this feat over 30 years uninterrupted rule.",2,0,"CEO SholeskyFX Training Institute Limited,a computer programming specialized ICT Training Institute.A Forex Trading Analyst cum Fund Manager",Akure,816,979256313636147200,2018-03-29 07:17:53
diamondnewsngr,"#LatestNews: Security agents re-arrest alleged illegal miner after securing bail

The federal government had arrested Dan-China and 24 others.

The post Security agents re-arrest alleged illegal miner after securing bail appeared first on Premium Times Nigeria.",0,0,"Diamond Report Is Committed To Bringing You The Latest News From Nigeria And Worldwide.
Follow us for the latest news!",Worldwide,949,979253897209491456,2018-03-29 07:08:17
YK8B3L464vdpZQK,"What TY Danjuma said is the best thing every Nigeria citizen will enback on b/c the present government has failed completely ( education, hospitality, security, etc) you can't fold ur hand watching ur fellow human coming to Kill u. ""U MUST DEFEND UR SELF """,0,0,humble  & God fearing,Cape Town ,2,979252825376083968,2018-03-29 07:04:01
Gerryubz,"@hassanrasaq1 @potechTV @fkeyamo Please tell Nigerians what and what was destroyed. Our jobs, our Naira, our security,our industries,our unity, our subsidy, our justice,our quota system our right to live anywhere in peace in Nigeria, the right of farmers to their crops? APC destroyed all.",5,3,"Healthcare expert, Social justice crusader, hater of mediocrity, optimist,believes all men are equal.",,81,979251414236061696,2018-03-29 06:58:25
ferigom69,NIMASA denies involvement on bribery scandal on security contract for the Nigerian Maritime Domain | @scoopit https://t.co/taOhi7fYCj #Nigeria #Israel #marsec,0,0,PhD in Conflicts and Security. Research on Maritime Security. @UNIZAR @UDIMA @CISDEinfo Linkedin: https://t.co/FzAi2jvHra Academia https://t.co/M9Zq3elvZf,Spain,1759,979247298495549440,2018-03-29 06:42:04
O_ssai,"Is it that the president of Nigeria cannot ride on the same road with ordinary Nigerian mortals? Don't tell me any rubbish about security please..... any politician who is afraid of his people, lacks legitimacy &amp; should fuck off.",4,9,Learning.....,"Here, there and everywhere...",3841,979244683544219648,2018-03-29 06:31:40
Heroslodge,Supply Chain Security Manager at British American Tobacco Nigeria (BATN) https://t.co/HFY2LgxhXU via @heroslodge,0,0,"News from Universities, Polytechnics,
Colleges & Specialized Schools, Admission
information and Updates on Scholarship
available in both Nigeria and abroad.",Worldwide,1354,979243866825084928,2018-03-29 06:28:25
Heroslodge,Supply Chain Security Manager at British American Tobacco Nigeria (BATN) https://t.co/HFY2LgOSPs https://t.co/K9j47tvYUQ,0,0,"News from Universities, Polytechnics,
Colleges & Specialized Schools, Admission
information and Updates on Scholarship
available in both Nigeria and abroad.",Worldwide,1354,979243500993617921,2018-03-29 06:26:58
miniliksalsawi,"#Nigeria: On July 21, 2016, agents of Nigeria's state security service arrested #JonesAbiri. Since his arrest, president @MBuhari’s government has not provided any information on his whereabouts or health conditions https://t.co/1FVKM706do …",0,0,Ethiopian- Human rights Activist and Blogger - Editor https://t.co/xh38Kj27ob - https://t.co/RUl7K3qDUo - Writer- https://t.co/PtPBER1A0U -Minilik Salsawi Blog,,5792,979241716803829760,2018-03-29 06:19:53
CPJAfrica,"#Nigeria: On July 21, 2016, agents of Nigeria's state security service arrested #JonesAbiri. Since his arrest, president @MBuhari’s government has not provided any information on his whereabouts or health conditions https://t.co/lJCCxPLR7x https://t.co/Xp6ezfKy8f",4,10,@pressfreedom advocates supporting journalists on Africa's frontlines,Nairobi • Lomé • New York,39041,979240991457673216,2018-03-29 06:17:00
EmekaAmanchukwu,@akinoyawale @skaalbgroup @isiuwe_chukky @nmonnboo @ogundamisi The army is compromising and he still prefers the Nigeria Army guards to any other security agencies. I thought by now he would ve resorted to local vigilantes than still relying on NA to guard him and his home.,1,0,Believe in change not negotiated or compromised. Want a system where d Rule of Law nd Human Rights will be upheld without sentiment.,Lagos,223,979240706454761472,2018-03-29 06:15:52
msimire,River Basin boards asked to reposition to ensure food security - EnviroNews Nigeria - https://t.co/anBKPuCFgE @FMWRNigeria @FMEnvng @FmardNg @WFP @FAOnews @ClimateWed @Nasiruidrisu @JEnvironmentNG @iujibril @IUCN @WaterAidNigeria @IITA_CGIAR @oshaniwa1 @adebotes @seyif,3,3,"Urban Planner. Environmentalist. Science Journalist. LEAD Fellow. Writer. Media Manager. Trainer. Founder, EnviroNews Nigeria (https://t.co/7FmzFjsqjU)","Lagos, Nigeria",2100,979235571431243776,2018-03-29 05:55:28
Enyinnayaking,2018 APPLICANT APPLY NIGERIA SECURITY AND CIVIL DEFENCE CORPS (NSCDC) SERVICE RECRUITMENT https://t.co/8wdr2bXtqq,0,0,Travels,Abuja,276,979234195963707392,2018-03-29 05:50:00
Enyinnayaking,2018 APPLICANT APPLY NIGERIA SECURITY AND CIVIL DEFENCE CORPS (NSCDC) SERVICE RECRUITMENT https://t.co/p4KglCjq5k,0,0,Travels,Abuja,276,979234194478870528,2018-03-29 05:49:59
Enyinnayaking,2018 APPLICANT APPLY NIGERIA SECURITY AND CIVIL DEFENCE CORPS (NSCDC) SERVICE RECRUITMENT https://t.co/eEAsMHHY4o,0,0,Travels,Abuja,276,979234193266769921,2018-03-29 05:49:59
Enyinnayaking,2018 APPLICANT APPLY NIGERIA SECURITY AND CIVIL DEFENCE CORPS (NSCDC) SERVICE RECRUITMENT https://t.co/5A3QRyFhSN,0,0,Travels,Abuja,276,979234191450677251,2018-03-29 05:49:59
AartiShahAfrica,"@yinkanubi @DrJoeAbah Does uncovering the ghost workers mean less PAYE going to FIRS?! On a serious note, of 127 countries measured in the 2016 World Internal Security and Police Index, Nigeria’s police force ranks as the worst. How they beat Kenya in the race to the bottom was a surprise to some...",0,0,Tracks research & sustainable development; disruptive technology; rule of law. Sees the wood and the trees. In Africa & beyond.,,152,979229902850478086,2018-03-29 05:32:56
riskmap_,In #Zamfara: 3 Dead As Gunmen Attack Village #Nigeria #Security https://t.co/dPGxYUWbsl https://t.co/TQBvlpqXxb,0,2,"Official twitter of RiskMap the free security, health, hazard, humanitarian and political risk platform. #riskmap","Cardiff, Wales",15223,979226894506737669,2018-03-29 05:20:59
Uber1235,@bashiryusuf @bbchausa This is really tragic. That is happening again and again obviously points to a systemic weakness in our security architecture. I expect protests and marches across the whole of Zamfara and Nigeria.,0,1,"Football, Scrabble, Chess",Niger,15,979225531081220096,2018-03-29 05:15:34
riskmap_,Fulani Herdsmen: Police Recover 198 Arms In #Katsina State #Nigeria #Security https://t.co/t2lYgqbvLW https://t.co/xY2Zq4BfQD,0,1,"Official twitter of RiskMap the free security, health, hazard, humanitarian and political risk platform. #riskmap","Cardiff, Wales",15223,979210924207702016,2018-03-29 04:17:31
AviationMedia,Why #aviation security will bear arms soon — Sirika - Daily Post Nigeria : https://t.co/V6A04vfPQp,0,0,The best of #aviation news. Our website is at @flightorg. Account by @BeliefMedia.,"35,000 feet",7024,979210115315154944,2018-03-29 04:14:18
CIVILDEFENDERS,"NSCDC DEPLOYS 40,000 PERSONNEL, GUARANTEE HITCH FREE EASTER CELEBRATION

The Commandant General of the Nigeria Security and Civil Defence Corps, Abdullahi Gana Muhammadu, has ordered the deployment of 40,000 personnel for... https://t.co/giYSarkjGw",3,0,"The Civil Defence which was formed in Nigeria on May 16, 1967 was an offshoot of the International Civil Defence Organisation (ICDO).In 2003.",NIGERIA,5271,979207604319719424,2018-03-29 04:04:20
ASPI_org,"This wks #natsec wrap features stories on Islamic State attacks in Afghanistan, border disputes between Cameroon &amp; Nigeria, water shortages in Pakistan &amp; more! Courtesy of ASPI interns @C_W_Dixon @ja_clarence @amelia_meurant &amp; @MissyLiberatore | https://t.co/PD6CImvUH4 https://t.co/CizrD1BZVh",5,2,"The Australian Strategic Policy Institute is an independent, non-partisan think tank on Australia's defence and strategic policy.","Canberra, Australia",16556,979187580003532800,2018-03-29 02:44:46
agolu16,@JDMahama We shouldn't be playing politics with security of the country. We shouldn't become a Nigeria refusing help and doing nothing for political expediency while terrorist groups invade and occupy large chunks of the continent.,0,0,"A father, son and brother of many people. A political observer and a programming and computer networks, soccer and tennis enthusiast.",calgary,99,979168364139487232,2018-03-29 01:28:24
Networksecur_ag,Symantec&amp;#039;s ?Internet Security Threat Report? Highlights Crypto&amp;#039;s Increased Use in Cyber Crime - Nigeria Today https://t.co/nsJhnJcS4z,0,0,Network Security,,1399,979159480494682114,2018-03-29 00:53:06
Networksecur_ag,Symantec&amp;#039;s ?Internet Security Threat Report? Highlights Crypto&amp;#039;s Increased Use in Cyber Crime - Nigeria Today https://t.co/Zha5IXJcKU,0,0,Network Security,,1399,979159477713801217,2018-03-29 00:53:06
Asomonyeegwu,"Herdsmen Killings: PFN backs Danjuma’s call for self-defense, says majority of Nigeria’s security agencies headed by compromised Fulani citizens https://t.co/Nesd4MCMFY https://t.co/SLTGLijxnR",1,3,,"Biafra, Bern, switzerland ",4972,979136891734953985,2018-03-28 23:23:21
NigeriaNewsdesk,Security agents re-arrest Dan-China after securing interim bail https://t.co/ONB0dPc5hk via @todayng https://t.co/0c8iA3Ynwd,9,3,Breaking news and current events from around Nigeria and abroad.,,1499083,979136427484053504,2018-03-28 23:21:30
